"ID","context_id","context_title","context_length","context","question","answer","start position","question type"
"440","56","Kondisi Geografis Makkah","1998","Batas tanah haram Makkah pertama kali diletakkan oleh Nabi Ibrahim as. Malaikat Jibril as. yang memperlihatkan kepadanya. Tapal batas itu tidak pernah diperbaharui hingga pada masa Rasulullah saw. Pada saat penaklukan Kota Makkah, Rasulullah saw. mengutus Tamim bin Asad al-Khuza'i untuk memperbaharui batas tersebut. Batas tersebut tidak diganggu gugat hingga pada masa Khalifah Umar bin Khathab ra. Ia mengutus orang-orang Quraisy untuk memperbaharu tapal batas tersebut. Perbatasan kota Makkah dapat digambarkan sebagai berikut:

1. sebelah barat: jalan Jedah-Makkah, di Asy-Syumaisi (Hudaibiah), 22 km dari Kakbah
2. sebelah selatan, di Idha'ah Liben, jalan Yaman-Makkah untuk yang dari Tihamah, 12 km dari Kakbah
3. sebelah timur, di tepi Lembah 'Uranah Barat, 15 km dari Kakbah
4. sebelah timur laut, jalan Ji'ranah, dekat Kampung Syara'i al-Mujahidin, 16 km dari Kakbah
5. sebelah utara, Tan'im, 7 km dari Kakbah

Data yang banyak ditemukan adalah kondisi geografis pada masa sebelum Islam datang. Hal ini memberikan asumsi bahwa kondisi geografis Makkah pada masa sebelum datang Islam dengan pada masa awal Islam adalah sama. 

Kondisi Semenanjung Arab merupakan semenanjung barat daya Asia, sebuah semenanjung terbesar dalam peta dunia. Wilayahnya seluas 1.754.900 km. Pada masa sekarang dihuni oleh sekitar 14.000.000 jiwa. Negara yang paling banyak mengambil wilayah ini adalah Arab Saudi dengan luas daratan sekitar 1.014.900 km. berpenduduk sekitar tujuh juta jiwa; Yaman lima juta jiwa; dan selebihnya tinggal di Kuwait, Qatar, Emirat Arab, Oman dan Masqat, dan Aden. 

Dari sisi kondisi cuaca, Semenanjung Arab merupakan salah satu wilayah terkering dan terpanas. Meskipun diapit dua lautan di barat dan di timur, lautan itu terlalu kecil untuk dapat memengaruhi kondisi cuaca Afro-Asia yang jarang turun hujan. Lautan di sebelah selatan memang membawa partikel air hujan, tapi badai gurun musiman menyapu wilayah tersebut dan hanya menyisakan sedikit kelembaban di wilayah daratan.
","Siapa yang menunjukkan batas kota Makkah ke Nabi Ibrahim?","Malaikat Jibril as","71","who"
"441","56","Kondisi Geografis Makkah","1998","Batas tanah haram Makkah pertama kali diletakkan oleh Nabi Ibrahim as. Malaikat Jibril as. yang memperlihatkan kepadanya. Tapal batas itu tidak pernah diperbaharui hingga pada masa Rasulullah saw. Pada saat penaklukan Kota Makkah, Rasulullah saw. mengutus Tamim bin Asad al-Khuza'i untuk memperbaharui batas tersebut. Batas tersebut tidak diganggu gugat hingga pada masa Khalifah Umar bin Khathab ra. Ia mengutus orang-orang Quraisy untuk memperbaharu tapal batas tersebut. Perbatasan kota Makkah dapat digambarkan sebagai berikut:

1. sebelah barat: jalan Jedah-Makkah, di Asy-Syumaisi (Hudaibiah), 22 km dari Kakbah
2. sebelah selatan, di Idha'ah Liben, jalan Yaman-Makkah untuk yang dari Tihamah, 12 km dari Kakbah
3. sebelah timur, di tepi Lembah 'Uranah Barat, 15 km dari Kakbah
4. sebelah timur laut, jalan Ji'ranah, dekat Kampung Syara'i al-Mujahidin, 16 km dari Kakbah
5. sebelah utara, Tan'im, 7 km dari Kakbah

Data yang banyak ditemukan adalah kondisi geografis pada masa sebelum Islam datang. Hal ini memberikan asumsi bahwa kondisi geografis Makkah pada masa sebelum datang Islam dengan pada masa awal Islam adalah sama. 

Kondisi Semenanjung Arab merupakan semenanjung barat daya Asia, sebuah semenanjung terbesar dalam peta dunia. Wilayahnya seluas 1.754.900 km. Pada masa sekarang dihuni oleh sekitar 14.000.000 jiwa. Negara yang paling banyak mengambil wilayah ini adalah Arab Saudi dengan luas daratan sekitar 1.014.900 km. berpenduduk sekitar tujuh juta jiwa; Yaman lima juta jiwa; dan selebihnya tinggal di Kuwait, Qatar, Emirat Arab, Oman dan Masqat, dan Aden. 

Dari sisi kondisi cuaca, Semenanjung Arab merupakan salah satu wilayah terkering dan terpanas. Meskipun diapit dua lautan di barat dan di timur, lautan itu terlalu kecil untuk dapat memengaruhi kondisi cuaca Afro-Asia yang jarang turun hujan. Lautan di sebelah selatan memang membawa partikel air hujan, tapi badai gurun musiman menyapu wilayah tersebut dan hanya menyisakan sedikit kelembaban di wilayah daratan.
","Tapal batas kota Makkah tidak pernah diperbaiki sejak zaman Nabi Ibrahim untuk waktu yang lama, siapa yang kemudian memperbaharui tapal batas tersebut?","Rasulullah saw","181","who"
"442","56","Kondisi Geografis Makkah","1998","Batas tanah haram Makkah pertama kali diletakkan oleh Nabi Ibrahim as. Malaikat Jibril as. yang memperlihatkan kepadanya. Tapal batas itu tidak pernah diperbaharui hingga pada masa Rasulullah saw. Pada saat penaklukan Kota Makkah, Rasulullah saw. mengutus Tamim bin Asad al-Khuza'i untuk memperbaharui batas tersebut. Batas tersebut tidak diganggu gugat hingga pada masa Khalifah Umar bin Khathab ra. Ia mengutus orang-orang Quraisy untuk memperbaharu tapal batas tersebut. Perbatasan kota Makkah dapat digambarkan sebagai berikut:

1. sebelah barat: jalan Jedah-Makkah, di Asy-Syumaisi (Hudaibiah), 22 km dari Kakbah
2. sebelah selatan, di Idha'ah Liben, jalan Yaman-Makkah untuk yang dari Tihamah, 12 km dari Kakbah
3. sebelah timur, di tepi Lembah 'Uranah Barat, 15 km dari Kakbah
4. sebelah timur laut, jalan Ji'ranah, dekat Kampung Syara'i al-Mujahidin, 16 km dari Kakbah
5. sebelah utara, Tan'im, 7 km dari Kakbah

Data yang banyak ditemukan adalah kondisi geografis pada masa sebelum Islam datang. Hal ini memberikan asumsi bahwa kondisi geografis Makkah pada masa sebelum datang Islam dengan pada masa awal Islam adalah sama. 

Kondisi Semenanjung Arab merupakan semenanjung barat daya Asia, sebuah semenanjung terbesar dalam peta dunia. Wilayahnya seluas 1.754.900 km. Pada masa sekarang dihuni oleh sekitar 14.000.000 jiwa. Negara yang paling banyak mengambil wilayah ini adalah Arab Saudi dengan luas daratan sekitar 1.014.900 km. berpenduduk sekitar tujuh juta jiwa; Yaman lima juta jiwa; dan selebihnya tinggal di Kuwait, Qatar, Emirat Arab, Oman dan Masqat, dan Aden. 

Dari sisi kondisi cuaca, Semenanjung Arab merupakan salah satu wilayah terkering dan terpanas. Meskipun diapit dua lautan di barat dan di timur, lautan itu terlalu kecil untuk dapat memengaruhi kondisi cuaca Afro-Asia yang jarang turun hujan. Lautan di sebelah selatan memang membawa partikel air hujan, tapi badai gurun musiman menyapu wilayah tersebut dan hanya menyisakan sedikit kelembaban di wilayah daratan.
","Apa kondisi cuaca di Semenanjung Arab?","terkering dan terpanas","1655","what"
"443","56","Kondisi Geografis Makkah","1998","Batas tanah haram Makkah pertama kali diletakkan oleh Nabi Ibrahim as. Malaikat Jibril as. yang memperlihatkan kepadanya. Tapal batas itu tidak pernah diperbaharui hingga pada masa Rasulullah saw. Pada saat penaklukan Kota Makkah, Rasulullah saw. mengutus Tamim bin Asad al-Khuza'i untuk memperbaharui batas tersebut. Batas tersebut tidak diganggu gugat hingga pada masa Khalifah Umar bin Khathab ra. Ia mengutus orang-orang Quraisy untuk memperbaharu tapal batas tersebut. Perbatasan kota Makkah dapat digambarkan sebagai berikut:

1. sebelah barat: jalan Jedah-Makkah, di Asy-Syumaisi (Hudaibiah), 22 km dari Kakbah
2. sebelah selatan, di Idha'ah Liben, jalan Yaman-Makkah untuk yang dari Tihamah, 12 km dari Kakbah
3. sebelah timur, di tepi Lembah 'Uranah Barat, 15 km dari Kakbah
4. sebelah timur laut, jalan Ji'ranah, dekat Kampung Syara'i al-Mujahidin, 16 km dari Kakbah
5. sebelah utara, Tan'im, 7 km dari Kakbah

Data yang banyak ditemukan adalah kondisi geografis pada masa sebelum Islam datang. Hal ini memberikan asumsi bahwa kondisi geografis Makkah pada masa sebelum datang Islam dengan pada masa awal Islam adalah sama. 

Kondisi Semenanjung Arab merupakan semenanjung barat daya Asia, sebuah semenanjung terbesar dalam peta dunia. Wilayahnya seluas 1.754.900 km. Pada masa sekarang dihuni oleh sekitar 14.000.000 jiwa. Negara yang paling banyak mengambil wilayah ini adalah Arab Saudi dengan luas daratan sekitar 1.014.900 km. berpenduduk sekitar tujuh juta jiwa; Yaman lima juta jiwa; dan selebihnya tinggal di Kuwait, Qatar, Emirat Arab, Oman dan Masqat, dan Aden. 

Dari sisi kondisi cuaca, Semenanjung Arab merupakan salah satu wilayah terkering dan terpanas. Meskipun diapit dua lautan di barat dan di timur, lautan itu terlalu kecil untuk dapat memengaruhi kondisi cuaca Afro-Asia yang jarang turun hujan. Lautan di sebelah selatan memang membawa partikel air hujan, tapi badai gurun musiman menyapu wilayah tersebut dan hanya menyisakan sedikit kelembaban di wilayah daratan.
","Apa yang terlalu kecil untuk memengaruhi kondisi cuaca di Semenanjung Arab?","dua lautan di barat dan di timur","1695","what"
"444","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Apa nama kota yang dulunya dikenal dengan sebutan Yasrib?","Madinah","25","what"
"445","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Apa sebutan kota Madinah sebelumnya?","Yasrib","491","what"
"446","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Siapa yang lebih banyak dijumpai di Madinah daripada Makkah?","orang Yahudi","179","who"
"447","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Bangsa Arab diturunkan melalui dari anak Nabi Ibrahim, siapa nama anaknya?","Ismail","419","who"
"448","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Apa yang menjadi pusat pertanian terkemuka di Madinah?","Bani Nadir dan Bani Quraizah","817","what"
"449","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Siapakah Nabi yang menjadi asal mula kedua bangsa ini?","Nabi Ibrahim","346","who"
"450","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Ras apa yang menjadi pangkal dari bangsa Arab dan Yahudi?","Semit","319","who"
"451","57","Kondisi Geografis Madinah","890","Kota yang satunya adalah Madinah. Kota ini merupakan salah satu kota yang termasuk kawasan tandus, yang populer dengan sebutan Hijaz selain Thaif dan Makkah. Dibandingkan Makkah, orang Yahudi memang lebih banyak dijumpai di Madinah dan sekitarnya. Sebenarnya kedua bangsa ini terdiri dari satu rumpun bangsa, yaitu ras Semit yang berpangkal dari Nabi Ibrahim melalui dua putranya, Ismail dan Ishaq. Bangsa Arab melalui Ismail dan Yahudi melaui Ishaq. Kota ini dulunya dikenal dengan sebutan Yasrib. Letaknya sekitar 510 km sebelah utara kota Makkah. Secara geografis, Madinah lebih baik dari Makkah. Madinah terletak pada ""jalur rempah-rempah"", yang menghubungkan Yaman dan Suriah. Kota ini merupakan sebuah oasis dalam arti sebenarnya. Tanahnya sangat cocok ditanami pohon kurma. Di tangan penduduk Yahudi, tepatnya Bani Nadir dan Bani Quraizah, kota ini menjadi pusat pertanian terkemuka.","Berapa jarak antara kota Madinah dengan Makkah?","510 km","516","how many"
"452","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Siapa yang menentang seruan Islam?","orang Quraisy","143","who"
"453","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Siapa yang tidak setuju tentang seruan persamaan hak antara bangsawan dengan budak?","Quraisy","531","who"
"454","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Siapakah sosok yang menyerukan persamaan hak antara bangsawan dengan budak?","Nabi Muhammad saw","406","who"
"455","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Siapa yang dipandang oleh pemahat dan penjual patung sebagai penghalang rezeki?","Islam","774","who"
"456","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Dari kota mana asal kader-kader Islam yang memberikan kontribusi penting dalam pembentukan pribadi Muslim?","Makkah","892","where"
"457","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Siapa yang dilihat oleh para pemimpin Quraisy sebagai penghalang kepemimpinan Bani Abdul Muthalib?","Muhammad saw","296","who"
"458","58","Kondisi Sosial Politik Makkah dan Madinah (1)","1208","Penentangan terhadap dakwah Rasulullah saw tersebut terjadi setelah dakwah dilaksanakan secara terang-terangan. Ada lima faktor yang mendorong orang Quraisy menentang seruan Islam, yaitu: 

1. Mereka tidak dapat membedakan antara kenabian dan kekuasaan. Mereka mengira bahwa tunduk kepada seruan Muhammad saw berarti tunduk kepada kepemimpinan Bani Abdul Muthalib. Hal ini sangat tidak mereka inginkan.
2. Nabi Muhammad saw menyerukan persamaan hak antara bangsawan dengan budak. Hal ini tentu tidak disetujui oleh kelas bangsawan Quraisy.
3. Para pemimpin Quraisy tidak dapat menerima ajaran tentang kebangkitan kembali dan pembalasan di akhirat.
4. Taklid kepada nenek moyang adalah kebiasaan yang berurat-berakar pada bangsa Arab.
5. Pemahat dan penjual patung memandang Islam sebagai penghalang rezeki.

Meskipun pemerintahan Islam pertama adalah di Madinah, namun kontribusi kader-kader Makkah tidak dapat diabaikan. Hal ini dikarenakan pembentukan pribadi muslim terjadi di Makkah, sehingga menjadi cikal bakal tumbuhnya masyarakat Islam. Dapat dikatakan bahwa ""benih unggul"" dari Makkah, sedangkan ""lahan subur""-nya adalah Madinah, sehingga perpaduan keduanya melahirkan pemerintahan Islam yang kuat.
","Dimana lahan subur untuk pertumbuhan Islam?","Madinah","1130","where"
